ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,No_of_facilities,No_of_additional_facilities
100725876,Parkland Residence,2014,1400,Cheras,Service Residence,2,1,2,704,3,Selangor,14,2
100644714,Seri Pinang Apartments @ Setia Alam,.,1100,Setia Alam,Apartment,3,2,2,850,2,Selangor,8,.
100726076,Trefoil,2015,1050,Setia Alam,Service Residence,1,1,1,486,3,Selangor,9,1
100726071,Setia City Residences,2020,2100,Setia Alam,Service Residence,3,.,2,985,3,Selangor,12,.
100726057,Sfera Residency,2018,1200,Seri Kembangan,Service Residence,3,2,2,996,3,Selangor,11,5
100726053,Harmoni @ Eco Majestic,2019,1300,Semenyih,Apartment,3,2,2,1000,1,Selangor,.,.
100726051,Goodyear Court 8,.,1300,Subang Jaya,Apartment,3,1,2,1008,3,Selangor,14,3
98900805,Sutramas Apartment,2004,1100,Puchong,Apartment,3,1,2,850,3,Selangor,6,3
100618691,Pangsapuri Seri Jati (Puchong Hartamas),.,800,Puchong,Flat,3,.,2,750,3,Selangor,3,.
100725848,Maple Residence (Klang),.,1373,Klang,Condominium,3,2,2,884,3,Selangor,1,.
100725840,Maple Residence (Klang),.,1600,Klang,Condominium,3,2,2,884,1,Selangor,1,.
100725842,Maple Residence (Klang),.,1600,Klang,Condominium,3,2,2,884,1,Selangor,1,.
100725838,GM Residence Remia,.,2600,Klang,Service Residence,3,2,2,815,1,Selangor,1,.
100242838,Vista Hatamas Apartment @ Bukit Hatamas,.,1150,Cheras,Apartment,3,1,2,850,1,Selangor,6,.
100725556,Aman Heights,2008,1350,Seri Kembangan,Condominium,3,2,2,1245,1,Selangor,14,5
100725684,La Thea Residences,2016,1900,Puchong,Condominium,3,2,2,970,1,Selangor,8,4
100725674,Saville @ Cheras,2019,1100,Cheras,Service Residence,1,.,1,380,1,Selangor,9,2
100725771,The Trees Damansara,2020,1700,Damansara Perdana,Condominium,3,2,2,1025,2,Selangor,10,3
100725501,Suria Permai,.,1050,Seri Kembangan,Apartment,3,2,2,900,1,Selangor,14,5
100725535,Cyberia SmartHomes,2002,1000,Cyberjaya,Condominium,3,1,2,1060,3,Selangor,11,1
100725522,Bayu Puteri,2004,1300,Petaling Jaya,Apartment,3,1,2,850,2,Selangor,10,2
100725500,Zefer Hill Residence,2015,2200,Puchong,Condominium,3,2,2,1238,1,Selangor,9,4
100725764,Selayang 18,2017,1800,Selayang,Service Residence,3,2,2,1017,1,Selangor,6,3
100725757,Pangsapuri Damai (Subang Bestari),2015,2200,Subang Bestari,Apartment,2,.,2,600,1,Selangor,7,3
100725746,Cova Suites,2009,1800,Petaling Jaya,Condominium,3,2,2,1030,3,Selangor,8,3
100725687,Taman Sri Murni Fasa 2,.,600,Batu Caves,Apartment,2,.,1,500,2,Selangor,4,1
100725667,Kemuning Aman,2010,1500,Shah Alam,Apartment,3,2,2,900,3,Selangor,4,2
100725635,Canopy Hills,2022,1200,Kajang,Condominium,2,.,1,590,3,Selangor,10,3
100605984,Vista Lavender,2000,1000,Puchong,Apartment,3,1,2,852,2,Selangor,5,2
100725204,Kita Impian,2023,1400,Dengkil,Service Residence,3,2,2,901,1,Selangor,6,1
100725451,Flora Damansara,2015,700,Damansara Perdana,Apartment,3,.,2,750,3,Selangor,5,2
100725446,Trefoil,2015,1300,Setia Alam,Service Residence,1,1,1,603,1,Selangor,14,5
100725425,Baiduri Courts (Bukit Puchong),.,1050,389,Apartment,3,1,2,800,1,Selangor,7,4
100725407,Tasik Heights Apartment,.,1300,Cheras,Apartment,3,1,2,870,1,Selangor,7,3
100725405,Traders Garden @ Cheras Selatan,2022,1799,Cheras,Service Residence,2,2,2,604,3,Selangor,.,.
100725400,3 Elements,.,1350,Seri Kembangan,Service Residence,3,2,2,901,3,Selangor,8,3
100725392,Alanis @ Warisan Puteri,2022,1250,Sepang,Condominium,3,2,2,830,3,Selangor,11,3
100725358,Le Pavillion,.,1650,Puchong,Condominium,3,2,2,1015,3,Selangor,11,3
100725347,Equine Residence,2021,2400,Seri Kembangan,Service Residence,4,2,2,1230,1,Selangor,7,5
100725016,Anggerik Residensi,.,1250,Semenyih,Apartment,3,1,2,1008,3,Selangor,11,.
100725026,Zeva @ Equine South,.,1700,Seri Kembangan,Service Residence,2,2,2,933,1,Selangor,11,3
100725321,Taman Perkasa (Hulu Langat),.,800,Hulu Langat,Apartment,3,.,2,826,3,Selangor,3,.
100725312,The Wharf Residence,2014,1300,Puchong,Condominium,2,1,2,818,3,Selangor,10,2
100725285,Rumah Pangsa Seri Ros,.,400,Rawang,Flat,3,.,1,500,2,Selangor,1,.
100725278,Tiara Intan,.,1300,Ampang,Condominium,3,1,2,908,3,Selangor,6,.
100725267,Amerin Residence,2017,2200,Kajang,Service Residence,3,2,2,980,1,Selangor,14,5
100725259,One Selayang,2009,850,Gombak,Apartment,3,1,2,850,3,Selangor,3,2
100725243,Vista Pinggiran,2004,900,Seri Kembangan,Apartment,3,1,2,815,2,Selangor,7,.
100725240,The Arc @ Cyberjaya,.,1400,Cyberjaya,Service Residence,3,1,2,946,1,Selangor,8,5
100724796,Amverton Greens,2020,1700,Shah Alam,Condominium,3,.,2,953,3,Selangor,11,.
100257108,Bandar Teknologi Kajang Flat,.,500,Semenyih,Flat,1,.,1,380,1,Selangor,.,5
98284552,.,.,800,Klang,Apartment,3,.,2,758,3,Selangor,.,.
100724776,Geo@Bukit Rimau,2020,2800,Shah Alam,Service Residence,2,2,2,655,1,Selangor,14,.
100724759,Juta Mines,2005,950,Seri Kembangan,Condominium,3,1,2,901,3,Selangor,7,.
100724716,Paramount Utropolis,2020,1500,Shah Alam,Service Residence,1,1,1,425,1,Selangor,6,3
100724967,Rista Villa Apartment,.,850,Puchong,Apartment,3,2,1,606,1,Selangor,3,3
100591540,Jade Tower,.,1100,Ampang,Condominium,2,1,2,816,2,Selangor,4,.
100724917,Cemara Apartment (Bukit Segar Jaya),.,620,Cheras,Apartment,3,.,2,650,2,Selangor,3,2
100724875,Flora Damansara Flat,.,700,Damansara Perdana,Apartment,3,.,2,650,3,Selangor,8,.
100537095,Surian Tropika Apartment,.,750,Bandar Sungai Long,Apartment,3,2,2,700,2,Selangor,.,.
100724601,Daisy Apartment Taman Kinrara Seksyen 2,.,950,Puchong,Apartment,2,1,2,790,3,Selangor,2,.
100724651,Paramount Utropolis,2020,1500,Shah Alam,Service Residence,1,1,1,425,1,Selangor,3,3
100643720,Palm Spring @ Damansara,2005,1700,Kota Damansara,Condominium,3,1,2,1200,3,Selangor,9,3
100724851,Kiara Plaza,2017,850,Semenyih,Condominium,1,1,1,567,3,Selangor,8,2
100650399,Pangsapuri Salvia,.,1400,Kota Damansara,Condominium,3,1,2,900,3,Selangor,3,1
100224308,Mahkota Garden Residence Condominium,.,1950,Bandar Mahkota Cheras,Condominium,4,1,2,1400,1,Selangor,14,2
100724649,Edusphere,2021,2000,Cyberjaya,Apartment,2,2,2,780,3,Selangor,7,3
100724647,Flat Taman Alam Megah,.,1250,Shah Alam,Apartment,3,1,2,1000,3,Selangor,.,4
100724365,Pangsapuri Kasuarina (Bandar Botanic),2007,1000,Klang,Apartment,3,1,2,900,2,Selangor,.,.
100724561,Maple Residences,2018,1500,Klang,Service Residence,3,.,2,863,2,Selangor,11,.
100724547,Teratai Apartment (Taman Bunga Raya),.,500,Rawang,Apartment,3,.,2,650,3,Selangor,4,1
100724528,Taman Minang,.,650,Cheras,Flat,3,.,2,650,2,Selangor,1,.
100724527,The Olive,2020,1500,Sepang,Condominium,3,2,2,818,1,Selangor,6,4
99971983,Apartment Sri Cempaka,.,1100,Kajang,Apartment,3,.,2,987,3,Selangor,6,2
100537794,Camellia Residence,.,650,Bandar Sungai Long,Condominium,4,1,2,1052,1,Selangor,.,.
100724501,Sri Damansara Court,.,1300,Bandar Sri Damansara,Condominium,3,1,2,895,3,Selangor,7,.
99293722,Puncak Baiduri Apartment,.,899,Cheras,Apartment,3,.,2,963,3,Selangor,4,.
100724242,Amerin Residence,2017,1699,Kajang,Service Residence,2,2,2,857,1,Selangor,.,.
100724191,The Olive,2020,1500,Sepang,Condominium,3,2,2,818,1,Selangor,6,4
100724189,Setia City Residences,2020,2100,Setia Alam,Service Residence,2,2,2,985,2,Selangor,12,.
100724233,Taman Tenaga Apartment,.,800,Kajang,Apartment,3,.,2,1000,3,Selangor,2,1
90035333,Pangsapuri Seri Pulai,.,700,Puchong,Apartment,3,1,2,650,2,Selangor,1,2
100724437,Traders Garden @ Cheras Selatan,2022,2500,Cheras,Service Residence,4,2,2,850,1,Selangor,12,4
99078153,Residensi Bukit Palma 2 (Palm Hill Residence 2),.,1000,Kajang,Condominium,3,2,2,900,3,Selangor,8,.
100724393,Apartment Harmoni,.,550,Damansara Damai,Apartment,3,.,2,700,2,Selangor,3,2
100652134,Paloma @ Tropicana Metropark,2016,2400,Subang Jaya,Service Residence,2,2,2,916,1,Selangor,9,3
100627806,Astetica Residences,2020,1500,Seri Kembangan,Service Residence,2,1,2,748,3,Selangor,10,3
100723810,Unipark Condominium,2018,1300,Kajang,Condominium,3,1,2,1088,1,Selangor,9,3
100723894,Empire Damansara,2013,1600,Damansara Perdana,Duplex,1,.,2,762,1,Selangor,4,4
100724139,Suria (Dengkil),.,700,Dengkil,Condominium,1,1,1,450,2,Selangor,12,1
100724135,Delisprings: Mixed Development At Dengkil (Phase 2),2024,700,Salak Tinggi,Condominium,1,1,1,450,2,Selangor,12,.
100659375,Garden Park,2001,750,Kajang,Condominium,3,1,2,857,3,Selangor,7,3
100724118,Lagoon Perdana,2021,900,Petaling Jaya,Apartment,3,1,2,852,2,Selangor,5,1
100724111,Sri Penaga Apartment,.,950,Puchong,Apartment,3,.,2,842,2,Selangor,1,.
99303685,Venice Hill,2000,900,Cheras,Condominium,3,1,2,1500,2,Selangor,7,.
100724085,Flora Damansara Flat,.,700,Damansara Perdana,Apartment,3,.,2,650,2,Selangor,7,.
100724073,i-Residence @ i-City,.,2200,Shah Alam,Service Residence,4,2,3,1352,3,Selangor,8,4
100724055,Suria Jaya,.,900,Shah Alam,Apartment,1,1,2,430,3,Selangor,7,3
100724042,Baiduri Courts (Bukit Puchong),.,1000,389,Apartment,3,1,2,774,1,Selangor,3,3
100723783,Menara Rajawali @ SS 15,.,1900,Subang Jaya,Condominium,2,.,2,900,1,Selangor,3,5
100599678,Mutiara Ville @ Cyberjaya,2013,1100,Cyberjaya,Condominium,1,1,1,560,1,Selangor,11,4
100424657,Lagoon Suites,2013,1500,Shah Alam,Condominium,2,2,2,900,1,Selangor,4,2
100723967,YOU Vista @ YOU City Cheras,2016,1500,Cheras,Service Residence,1,.,1,650,1,Selangor,7,4
100650416,I Residence @ Kota Damansara,.,2500,Kota Damansara,Condominium,3,2,2,1260,1,Selangor,11,4
100232422,Sutramas Apartment,2004,1150,Puchong,Apartment,3,.,2,850,3,Selangor,9,3
100232493,Amerin Residence,2017,2400,Kajang,Service Residence,3,.,2,1363,1,Selangor,11,4
100723480,Indah 1 Apartment @ Taman Taming Indah,.,1350,Kajang,Apartment,3,.,2,850,1,Selangor,.,.
97281597,Pangsapuri Mega Indah,.,750,Cheras,Apartment,3,.,1,650,2,Selangor,.,.
100723509,Cheras Perdana Ria Apartment,.,900,Cheras,Apartment,3,1,2,800,3,Selangor,3,4
100723721,Amara Service Residences,2014,1100,Batu Caves,Service Residence,3,2,2,1051,2,Selangor,8,.
100723472,Pangsapuri Salvia,.,1350,Kota Damansara,Condominium,3,.,2,900,3,Selangor,.,1
100723455,Nadayu63,2017,1500,Ampang,Condominium,1,.,1,878,3,Selangor,9,3
100723638,Impiria Residensi Bukit Tinggi Klang,2018,1800,Klang,Service Residence,2,2,2,855,1,Selangor,12,3
100723327,Shang Villa,.,2000,Kelana Jaya,Condominium,4,1,2,1295,3,Selangor,14,2
100723321,Maple Residence (Klang),.,2000,Klang,Condominium,3,2,2,889,1,Selangor,1,.
100723313,D'Cahaya Apartment,.,1000,Puchong,Apartment,3,1,2,950,3,Selangor,6,.
100723295,.,.,2200,Setia Alam,Service Residence,3,2,2,985,2,Selangor,12,3
99304238,Venice Hill,2000,950,Cheras,Condominium,3,1,2,1500,3,Selangor,7,.
98878447,Springville Residence,2016,1798,Seri Kembangan,Condominium,3,2,2,1044,1,Selangor,5,4
100723589,Sri Baiduri Apartment,.,1000,Ampang,Apartment,3,.,2,900,3,Selangor,2,1
100723560,Anggerik Villa 2 Apartment,.,750,Semenyih,Apartment,3,1,2,1033,2,Selangor,4,.
100723312,Keranji Apartment,.,1400,Subang Jaya,Apartment,3,.,2,861,3,Selangor,5,3
100723258,Amverton Greens,2020,2500,Shah Alam,Condominium,3,2,2,953,1,Selangor,11,.
100722898,Pangsapuri Seri Indah,.,650,Seri Kembangan,Apartment,3,3,2,650,2,Selangor,14,5
100722996,Green Acre Park,2001,1700,Kajang,Condominium,3,2,2,1014,1,Selangor,8,.
99496315,.,.,750,Bukit Beruntung,Apartment,3,2,2,700,3,Selangor,6,.
99698717,.,.,800,Bukit Beruntung,Apartment,3,2,2,850,3,Selangor,.,.
100722830,saujana apartment,.,700,Damansara Damai,Apartment,3,1,2,700,3,Selangor,6,2
100723080,Langat Jaya,.,850,Cheras,Condominium,3,.,2,950,2,Selangor,8,.
100723032,Lagoon Perdana,2021,950,Petaling Jaya,Apartment,3,1,2,852,3,Selangor,5,3
100722527,Pangsapuri Mutiara Subang,.,850,Shah Alam,Condominium,3,1,2,800,3,Selangor,4,1
100722429,Seri Baiduri (Setia Alam),.,1000,Setia Alam,Apartment,3,2,2,900,2,Selangor,7,.
100722428,B11 Parkland Residence,.,1500,Cheras,Service Residence,2,.,2,710,3,Selangor,.,.
100722422,Merak Apartment (Shah Alam),.,900,Shah Alam,Apartment,3,.,2,800,2,Selangor,4,.
100722504,Saville @ Kajang,.,1000,Kajang,Service Residence,2,.,2,709,2,Selangor,5,1
100722480,Mutiara Ville @ Cyberjaya,2013,900,Cyberjaya,Studio,1,1,1,560,3,Selangor,8,1
100722741,Suria Permai,.,900,Seri Kembangan,Apartment,3,1,2,850,3,Selangor,3,.
100722739,DK Impian,2021,2200,Shah Alam,Studio,2,.,2,600,1,Selangor,9,3
100722690,Alam Sanjung @ Subang West,2015,1499,Shah Alam,Service Residence,3,.,2,864,3,Selangor,10,3
100722676,Sky Awani Residensi 2,.,1700,Batu Caves,Condominium,3,1,2,850,3,Selangor,8,2
100722617,Kiara Plaza,2017,1050,Semenyih,Service Residence,3,2,2,893,2,Selangor,12,.
100722080,Amara Service Residences,2014,1500,Batu Caves,Service Residence,3,.,2,1082,1,Selangor,10,3
100722014,Suria Jaya,.,1000,Shah Alam,Apartment,1,.,2,430,3,Selangor,3,2
100722003,Pangsapuri Kempas,2000,700,Cheras,Apartment,3,1,2,780,1,Selangor,4,.
100721981,Mahkota Garden Residence Condominium,.,1600,Bandar Mahkota Cheras,Condominium,4,2,3,2,1,Selangor,10,3
100722320,Amverton Greens,2020,1600,Shah Alam,Condominium,3,.,2,953,1,Selangor,11,.
100623451,Amara Service Residences,2014,1500,Batu Caves,Service Residence,3,2,2,1012,1,Selangor,10,4
100722315,Pangsapuri Damai,.,1600,Shah Alam,Apartment,3,3,2,1076,1,Selangor,7,4
100722307,Seksyen 24 Shah Alam,.,780,Shah Alam,Apartment,3,.,1,740,2,Selangor,.,.
100722260,Pangsapuri Damai (Subang Bestari),2015,1199,Subang Bestari,Apartment,1,.,1,300,1,Selangor,7,3
99084097,PJS One Apartments,.,999,Petaling Jaya,Apartment,3,1,2,1016,2,Selangor,5,2
100721965,D'Camellia @ Setia Ecohill,2019,900,Kajang,Condominium,3,2,2,900,2,Selangor,4,.
100721939,Hill10 Residence @ i-City,.,2300,Shah Alam,Condominium,2,.,2,514,1,Selangor,8,.
100640362,Pandan Villa Condominium,2005,1600,Ampang,Condominium,3,1,2,1587,3,Selangor,8,.
100722198,D'Cahaya Apartment,.,1200,Puchong,Apartment,3,1,2,950,3,Selangor,6,2
100722197,Seri Kasturi (Setia Alam),2015,1300,Setia Alam,Apartment,3,.,2,950,3,Selangor,8,2
100722178,Hillpark Residence,.,1200,Semenyih,Service Residence,2,2,1,823,3,Selangor,10,2
99168238,Juta Mines,2005,850,Seri Kembangan,Condominium,3,1,2,901,3,Selangor,7,.
100305255,Pangsapuri Harmoni,.,1200,Semenyih,Apartment,3,2,2,900,1,Selangor,6,3
99379701,University Tower,.,2500,Petaling Jaya,Condominium,3,1,3,1400,3,Selangor,8,1
100721589,South View @ One Ampang Avenue,.,1800,Ampang,Condominium,3,1,2,1060,1,Selangor,9,4
100721838,Menara U,2013,1500,Shah Alam,Condominium,2,1,1,450,3,Selangor,9,.
92476686,Centrestage Designer Suite,.,1499,Petaling Jaya,Service Residence,3,.,2,689,3,Selangor,.,1
100703760,Akasa Cheras South,2021,2200,Seri Kembangan,Service Residence,4,2,2,1155,3,Selangor,8,2
100721796,Cyberia Crescent 2,2007,1500,Cyberjaya,Condominium,3,1,2,1050,2,Selangor,7,.
100721781,Amerin Residence,2017,2399,Kajang,Service Residence,3,2,2,1363,1,Selangor,.,.
100721751,Vista Alam Serviced Apartment,2014,1800,Shah Alam,Condominium,2,1,2,759,3,Selangor,6,.
100721722,Landmark Residence,2019,1900,Kajang,Service Residence,3,2,2,1163,1,Selangor,11,3
100721703,Cahaya Permai,2010,1100,Seri Kembangan,Apartment,3,1,2,850,3,Selangor,6,.
100721445,Centrus SoHo 1 @ Cyberjaya,2015,700,Cyberjaya,Condominium,1,1,1,450,2,Selangor,10,.
99724029,Taman Cheras Intan,2010,1150,Cheras,Apartment,3,1,2,890,3,Selangor,.,.
100265044,Taman Cheras Permai,.,600,Cheras,Apartment,2,.,1,520,3,Selangor,2,2
100721613,Bell Suites,.,700,Sepang,Condominium,1,1,1,450,2,Selangor,10,.
100426718,Tiara Imperio @ Bangi,2019,1200,Kajang,Studio,1,1,1,455,1,Selangor,6,.
100721602,Bandar Country Homes,.,1400,Rawang,Townhouse Condo,3,2,2,850,3,Selangor,1,.
98736694,Taman Kinrara,.,700,Bandar Kinrara,Apartment,2,.,2,800,3,Selangor,.,1
100601720,Greenview Residence,2006,1100,Kajang,Condominium,3,1,2,1100,3,Selangor,5,2
100721412,Trefoil,2015,1000,Setia Alam,Service Residence,1,.,1,485,2,Selangor,.,.
100721159,Kita Impian,2023,1000,Dengkil,Service Residence,3,2,2,901,2,Selangor,12,.
100639596,Taman Kajang Putra,.,650,Kajang,Apartment,2,.,2,760,2,Selangor,.,.
100721371,Flora Damansara,2015,850,Damansara Perdana,Condominium,3,1,2,750,1,Selangor,4,3
100721342,Seri Jati Apartment (Shah Alam),.,1100,Shah Alam,Apartment,3,.,2,813,2,Selangor,.,.
100721065,Urban 360,2014,1200,Gombak,Service Residence,1,1,1,511,2,Selangor,9,1
100721059,Menara Impian,2014,1500,Ampang,Condominium,1,1,1,700,1,Selangor,11,4
100721250,KU Suites,2015,1500,Shah Alam,Service Residence,2,.,2,818,1,Selangor,7,.
100602948,Shaftsbury Residence,.,950,Cyberjaya,Condominium,1,1,1,456,3,Selangor,7,3
98728722,.,.,1400,Kajang,Apartment,4,.,3,1593,2,Selangor,.,.
100720962,Bell Suites,.,1300,Sepang,Condominium,1,1,1,450,1,Selangor,10,5
100720951,Hillcrest Garden: Puchong City Centre (PCC),2025,2400,Puchong,Apartment,3,2,2,1011,3,Selangor,9,2
99472653,.,.,1200,Kajang,Condominium,3,2,2,1000,3,Selangor,6,.
100720674,Impiria Residensi Bukit Tinggi Klang,2018,2200,Klang,Service Residence,3,.,2,1065,3,Selangor,9,1
100720845,Apartmen Harmoni,.,500,Petaling Jaya,Apartment,3,.,2,650,3,Selangor,4,2
100720831,Bandar Saujana Utama,2014,680,Sungai Buloh,Flat,3,2,2,650,2,Selangor,3,.
100596643,Palm Hill Residence,2020,800,Kajang,Condominium,3,2,2,915,3,Selangor,11,.
100720681,Apartment Lestari (Damansara Damai),.,750,Damansara Damai,Apartment,3,.,2,650,3,Selangor,4,2
100357747,Residensi Adelia,.,1000,Kajang,Condominium,3,2,3,1082,1,Selangor,10,.
100720679,Desa Ria Flat,.,850,Petaling Jaya,Flat,3,.,2,657,3,Selangor,3,3
100720644,Rumah Pangsa Seri Ros,.,400,Rawang,Flat,3,2,1,586,2,Selangor,2,.
72365291,D'Aman Residences,2013,1100,Puchong,Condominium,3,2,2,1076,3,Selangor,13,4
100720567,Sri Raya Apartment,.,1000,Ampang,Apartment,3,.,2,797,2,Selangor,3,1
100720561,Sri Penaga Apartment,.,900,Puchong,Apartment,3,.,2,900,3,Selangor,3,2
100720237,The Trees Damansara,2020,2000,Damansara Perdana,Condominium,3,1,2,849,3,Selangor,10,3
100720289,Hill10 Residence @ i-City,.,2400,Shah Alam,Condominium,2,.,1,520,1,Selangor,8,.
100720462,Parkland Residence,2014,1600,Cheras,Service Residence,2,1,2,704,3,Selangor,10,3
100720460,Taman Topaz,2013,650,Dengkil,Apartment,3,.,2,814,3,Selangor,5,1
100720176,Mahkota Garden Residence Condominium,.,2000,Bandar Mahkota Cheras,Condominium,4,2,3,1400,1,Selangor,14,3
100720202,Utropolis Serviced Apartment 2,.,1500,Glenmarie,Condominium,2,1,1,670,3,Selangor,7,.
100720439,Residensi Laguna Biru 2,.,830,Rawang,Apartment,3,.,2,850,3,Selangor,7,.
100720346,"Selangorku PR1MA Lakefront Homes , Cyberjaya",.,1500,Cyberjaya,Apartment,3,2,2,950,3,Selangor,9,3
100643114,Galleria Equine Park,2016,1500,Seri Kembangan,Service Residence,3,2,2,890,3,Selangor,13,3
100720144,Gapura Bayu,.,1100,Kajang,Apartment,3,2,2,1000,3,Selangor,.,1
100262543,Pangsapuri Damai Utama,.,900,Puchong,Flat,3,1,2,750,3,Selangor,.,.
100455399,Goodyear Court 8,.,700,Subang Jaya,Apartment,2,.,1,650,2,Selangor,1,.
100719820,YOU Vista @ YOU City Cheras,2016,2299,Cheras,Service Residence,4,2,3,1363,1,Selangor,.,.
100720029,Boulevard Residence,2014,2300,Petaling Jaya,Condominium,3,2,2,1100,3,Selangor,8,4
100719724,Serdang Skyvillas,.,1200,Seri Kembangan,Apartment,3,1,2,960,1,Selangor,5,4
100719935,Pandan Indah Flat (Rumah Pangsa 610),.,720,Ampang,Flat,3,.,1,600,2,Selangor,.,.
100719924,Lestari Apartment,.,650,Petaling Jaya,Apartment,3,.,2,650,3,Selangor,5,2
99158115,Golden Villa,.,1100,Klang,Apartment,3,.,2,820,2,Selangor,7,1
100647235,Pangsapuri Intan (Puncak Alam),.,900,Puncak Alam,Flat,3,.,2,760,2,Selangor,3,.
100719503,YOU Vista @ YOU City Cheras,2016,1599,Cheras,Service Residence,2,.,2,850,3,Selangor,.,.
100719689,Taman Sri Murni Fasa 1,.,900,Selayang,Apartment,3,2,2,800,3,Selangor,5,1
100719687,Mahkota Garden Residence Condominium,.,1600,Bandar Mahkota Cheras,Condominium,4,2,3,1398,3,Selangor,4,2
99675833,The Zizz,2019,1700,Damansara Damai,Service Residence,3,2,2,878,1,Selangor,1,.
100719662,Azaria Apartments,.,800,Klang,Apartment,3,.,2,900,3,Selangor,4,.
100719641,Taman Selayang Makmur,.,900,Selayang,Flat,3,.,2,646,2,Selangor,2,.
100719422,Amara Service Residences,2014,1200,Batu Caves,Service Residence,3,2,2,1052,3,Selangor,10,2
100719616,The Zizz,2019,2000,Damansara Damai,Service Residence,3,2,2,749,1,Selangor,5,5
100719609,South View @ One Ampang Avenue,.,1800,Ampang,Condominium,3,1,2,1060,1,Selangor,.,.
100719607,Fairville,.,1200,Subang Jaya,Apartment,3,.,2,900,3,Selangor,6,2
100719605,Rhythm Avenue USJ19,2008,1200,Subang Jaya,Apartment,3,.,2,969,1,Selangor,10,5
100719604,Selayang Point,2008,1600,Selayang,Condominium,3,1,2,1011,3,Selangor,8,3
98320851,.,.,700,Kuala Langat,Flat,3,.,2,650,2,Selangor,5,.
100619232,LBS Skylake Residence,2021,2000,Puchong,Service Residence,2,2,2,883,1,Selangor,14,4
99843890,Taman Putra Perdana,.,780,Puchong,Apartment,3,1,2,800,2,Selangor,2,1
100169703,Plaza Indah,.,900,Kajang,Apartment,3,1,2,916,3,Selangor,3,2
100677598,Symphony Residence II @ Semenyih,.,1350,Kajang,Service Residence,3,2,2,990,1,Selangor,13,4
100515449,Menara U2,2014,1600,Shah Alam,Service Residence,2,1,1,527,1,Selangor,9,4
99997546,Menara U2,2014,1600,Shah Alam,Service Residence,2,1,1,527,1,Selangor,7,4
100719236,Apartment Bayu,.,850,Petaling Jaya,Apartment,3,1,2,700,3,Selangor,.,.
100719237,Pangsapuri Sri Meranti,.,750,Bandar Sri Damansara,Apartment,3,.,2,650,3,Selangor,5,3
100719398,The Azure Residences,2017,2500,Petaling Jaya,Service Residence,2,2,1,780,1,Selangor,14,3
100719164,Harmoni Apartment,.,530,Damansara Damai,Apartment,3,1,2,650,3,Selangor,6,2
100719214,Selayang Point,2008,1600,Selayang,Condominium,3,1,2,1011,1,Selangor,8,3
100719121,Cyber Heights Villa,2014,1350,Cyberjaya,Apartment,4,.,2,1291,3,Selangor,1,1
100719106,Paragon @ Pan'gaea,2015,900,Cyberjaya,Studio,1,2,1,744,3,Selangor,11,2
100719147,The Place @ Cyberjaya,2014,800,Cyberjaya,Condominium,1,.,1,550,3,Selangor,11,3
100480550,Horizon Suites,2022,650,Dengkil,Service Residence,1,.,1,239,1,Selangor,7,2
100398682,Simfoni 1,2016,1000,Semenyih,Condominium,3,2,2,990,3,Selangor,7,3
99421759,Eve Suite,2014,1750,Ara Damansara,Service Residence,1,.,1,650,1,Selangor,5,4
100627638,Pangsapuri Kiambang (Taman Bukit Subang),.,950,Shah Alam,Apartment,3,.,2,800,3,Selangor,3,.
100627299,Sri Tanjung (USJ 16),2007,1000,USJ,Apartment,3,.,2,650,2,Selangor,6,.
100718771,Kenwingston Square Garden,2020,1200,Cyberjaya,Service Residence,1,1,1,450,1,Selangor,5,4
100718741,Canopy Hills,2022,600,Kajang,Condominium,2,1,1,571,2,Selangor,8,.
100522900,Third Avenue,2018,1800,Cyberjaya,Apartment,2,2,2,780,1,Selangor,9,3
96882617,The Zizz,2019,1850,Damansara Damai,Service Residence,3,2,2,811,1,Selangor,7,4
92385186,Oasis 1 @ Mutiara Heights,2018,950,Kajang,Condominium,3,2,1,1250,3,Selangor,8,4
99478583,Ivory Residence,2015,900,Kajang,Condominium,3,2,2,1288,3,Selangor,9,4
99224146,Taman Tenaga Apartment,.,800,Kajang,Apartment,3,.,2,800,2,Selangor,.,2
96618966,Galleria Equine Park,2016,1700,Seri Kembangan,Service Residence,3,.,3,990,3,Selangor,8,4
100718885,Pangsapuri Seri Bintang,.,1000,Shah Alam,Apartment,3,1,2,750,1,Selangor,5,3
100623455,Anggerik 2,.,900,Semenyih,Apartment,3,1,2,1152,3,Selangor,13,4
100626070,Anggerik Villa 2 Apartment,.,900,Kajang,Apartment,3,1,2,1050,3,Selangor,12,4
100647393,Seroja Apartment (Putra Perdana),.,1000,Puchong,Apartment,3,1,2,645,1,Selangor,3,2
100718553,B11 Parkland Residence,.,1400,Cheras,Service Residence,2,1,2,704,3,Selangor,14,5
100718718,Residensi Idaman Abadi Fasa 1&2,.,1200,Kajang,Condominium,3,2,2,1022,3,Selangor,11,5
100044533,Renai Jelutong Residences,2017,2300,Bukit Jelutong,Condominium,3,2,2,1200,3,Selangor,12,3
100718482,Astana Mutiara,.,900,Sungai Buloh,Condominium,3,1,2,850,2,Selangor,2,.
100718478,Le Pavillion,.,1700,Puchong,Service Residence,3,2,2,990,3,Selangor,14,5
100718445,Flora Damansara,2015,899,Damansara Perdana,Condominium,3,.,2,750,2,Selangor,.,.
